label,message,length,processed_msg
ham,Ok. No wahala. Just remember that a friend in need ...,54,"['ok', 'wahala', 'rememb', 'friend', 'need']"
ham,I will see in half an hour,26,"['see', 'half', 'hour']"
ham,"Im in inperialmusic listening2the weirdest track ever byleafcutter john-sounds like insects being molested&someone plumbing,remixed by evil men on acid!",154,"['im', 'inperialmus', 'listening2th', 'weirdest', 'track', 'ever', 'by\x94leafcutt', 'john\x94sound', 'like', 'insect', 'molestedsomeon', 'plumbingremix', 'evil', 'men', 'acid']"
ham,"Hey sorry I didntgive ya a a bellearlier hunny,just been in bedbut mite go 2 thepub l8tr if uwana mt up?loads a luv Jenxxx.",123,"['hey', 'sorri', 'didntgiv', 'ya', 'bellearli', 'hunnyjust', 'bedbut', 'mite', 'go', '2', 'thepub', 'l8tr', 'uwana', 'mt', 'upload', 'luv', 'jenxxx']"
ham,SERIOUSLY. TELL HER THOSE EXACT WORDS RIGHT NOW.,48,"['serious', 'tell', 'exact', 'word', 'right']"
spam,Can U get 2 phone NOW? I wanna chat 2 set up meet Call me NOW on 09096102316 U can cum here 2moro Luv JANE xx Calls£1/minmoremobsEMSPOBox45PO139WA,146,"['u', 'get', '2', 'phone', 'wanna', 'chat', '2', 'set', 'meet', 'call', '09096102316', 'u', 'cum', '2moro', 'luv', 'jane', 'xx', 'calls£1minmoremobsemspobox45po139wa']"
ham,"Tee hee. Off to lecture, cheery bye bye.",40,"['tee', 'hee', 'lectur', 'cheeri', 'bye', 'bye']"
ham,"Sorry chikku, my cell got some problem thts y i was nt able to reply u or msg u..",81,"['sorri', 'chikku', 'cell', 'got', 'problem', 'thts', 'nt', 'abl', 'repli', 'u', 'msg', 'u']"
ham,If you still havent collected the dough pls let me know so i can go to the place i sent it to get the control number,116,"['still', 'havent', 'collect', 'dough', 'pls', 'let', 'know', 'go', 'place', 'sent', 'get', 'control', 'number']"
ham,Ok...,5,['ok']
spam,network operator. The service is free. For T & C's visit 80488.biz,66,"['network', 'oper', 'servic', 'free', 'cs', 'visit', '80488biz']"
ham,Let me know how to contact you. I've you settled in a room. Lets know you are ok.,81,"['let', 'know', 'contact', 'ive', 'settl', 'room', 'let', 'know', 'ok']"
ham,Wot u up 2 u weirdo?,20,"['wot', 'u', '2', 'u', 'weirdo']"
ham,Can do lor...,13,['lor']
ham,Dont put your phone on silent mode ok,37,"['dont', 'put', 'phone', 'silent', 'mode', 'ok']"
ham,Can i meet ü at 5.. As 4 where depends on where ü wan 2 in lor..,64,"['meet', 'ü', '5', '4', 'depend', 'ü', 'wan', '2', 'lor']"
ham,Waiting 4 my tv show 2 start lor... U leh still busy doing ur report?,69,"['wait', '4', 'tv', 'show', '2', 'start', 'lor', 'u', 'leh', 'still', 'busi', 'ur', 'report']"
ham,Oh ho. Is this the first time u use these type of words,55,"['oh', 'ho', 'first', 'time', 'u', 'use', 'type', 'word']"
ham,Am I the only one who doesn't stalk profiles?,45,"['onli', 'one', 'doesnt', 'stalk', 'profil']"
ham,"Ever green quote ever told by Jerry in cartoon ""A Person Who Irritates u Always Is the one Who Loves u Vry Much But Fails to Express It...!..!! :-) :-) gud nyt",159,"['ever', 'green', 'quot', 'ever', 'told', 'jerri', 'cartoon', 'person', 'irrit', 'u', 'alway', 'one', 'love', 'u', 'vri', 'much', 'fail', 'express', 'gud', 'nyt']"
ham,Yes i thought so. Thanks.,25,"['yes', 'thought', 'thank']"
ham,But if she.s drinkin i'm ok.,28,"['shes', 'drinkin', 'im', 'ok']"
ham,"Just wondering, the others just took off",40,"['wonder', 'took']"
ham,"Night has ended for another day, morning has come in a special way. May you smile like the sunny rays and leaves your worries at the blue blue bay. Gud mrng",156,"['night', 'end', 'anoth', 'day', 'morn', 'come', 'special', 'way', 'may', 'smile', 'like', 'sunni', 'ray', 'leav', 'worri', 'blue', 'blue', 'bay', 'gud', 'mrng']"
ham,"What do you do, my dog ? Must I always wait till the end of your day to have word from you ? Did you run out of time on your cell already?",138,"['dog', 'must', 'alway', 'wait', 'till', 'end', 'day', 'word', 'run', 'time', 'cell', 'alreadi']"
ham,Happy new year to u too!,24,"['happi', 'new', 'year', 'u']"
ham,"Hey...Great deal...Farm tour 9am to 5pm $95/pax, $50 deposit by 16 May",70,"['heygreat', 'dealfarm', 'tour', '9am', '5pm', '95pax', '50', 'deposit', '16', 'may']"
ham,Eat jap done oso aft ur lect wat... Ü got lect at 12 rite... ,61,"['eat', 'jap', 'done', 'oso', 'aft', 'ur', 'lect', 'wat', 'ü', 'got', 'lect', '12', 'rite']"
ham,"Hey babe! I saw you came online for a second and then you disappeared, what happened ?",86,"['hey', 'babe', 'saw', 'came', 'onlin', 'second', 'disappear', 'happen']"
ham,Da my birthdate in certificate is in april but real date is today. But dont publish it. I shall give you a special treat if you keep the secret. Any way thanks for the wishes,174,"['da', 'birthdat', 'certif', 'april', 'real', 'date', 'today', 'dont', 'publish', 'shall', 'give', 'special', 'treat', 'keep', 'secret', 'ani', 'way', 'thank', 'wish']"
ham,Happy birthday... May all ur dreams come true...,48,"['happi', 'birthday', 'may', 'ur', 'dream', 'come', 'true']"
ham,Aiyah u did ok already lar. E nydc at wheellock?,48,"['aiyah', 'u', 'ok', 'alreadi', 'lar', 'e', 'nydc', 'wheellock']"
ham,TELL HER I SAID EAT SHIT.,25,"['tell', 'said', 'eat', 'shit']"
ham,Sure! I am driving but will reach my destination soon.,54,"['sure', 'drive', 'reach', 'destin', 'soon']"
ham,"K so am I, how much for an 8th? Fifty?",38,"['k', 'much', '8th', 'fifti']"
ham,Your daily text from me – a favour this time,44,"['daili', 'text', '–', 'favour', 'time']"
ham,Great to hear you are settling well. So what's happenin wit ola?,64,"['great', 'hear', 'settl', 'well', 'happenin', 'wit', 'ola']"
ham,Those cocksuckers. If it makes you feel better ipads are worthless garbage novelty items and you should feel bad for even wanting one,133,"['cocksuck', 'make', 'feel', 'better', 'ipad', 'worthless', 'garbag', 'novelti', 'item', 'feel', 'bad', 'even', 'want', 'one']"
ham,I tot u reach liao. He said t-shirt.,36,"['tot', 'u', 'reach', 'liao', 'said', 'tshirt']"
ham,"FRAN I DECIDED 2 GO N E WAY IM COMPLETELY BROKE AN KNACKERED I GOT UP BOUT 3 C U 2MRW LOVE JANX P.S THIS IS MY DADS FONE, -NO CREDIT",132,"['fran', 'decid', '2', 'go', 'n', 'e', 'way', 'im', 'complet', 'broke', 'knacker', 'got', 'bout', '3', 'c', 'u', '2mrw', 'love', 'janx', 'ps', 'dad', 'fone', 'credit']"
ham,I cant pick the phone right now. Pls send a message,51,"['cant', 'pick', 'phone', 'right', 'pls', 'send', 'messag']"
ham,Your right! I'll make the appointment right now.,48,"['right', 'ill', 'make', 'appoint', 'right']"
ham,Designation is software developer and may be she get chennai:),62,"['design', 'softwar', 'develop', 'may', 'get', 'chennai']"
spam,Enjoy the jamster videosound gold club with your credits for 2 new videosounds+2 logos+musicnews! get more fun from jamster.co.uk! 16+only Help? call: 09701213186 ,163,"['enjoy', 'jamster', 'videosound', 'gold', 'club', 'credit', '2', 'new', 'videosounds2', 'logosmusicnew', 'get', 'fun', 'jamstercouk', '16on', 'help', 'call', '09701213186']"
spam,"Get 3 Lions England tone, reply lionm 4 mono or lionp 4 poly. 4 more go 2 www.ringtones.co.uk, the original n best. Tones 3GBP network operator rates apply",155,"['get', '3', 'lion', 'england', 'tone', 'repli', 'lionm', '4', 'mono', 'lionp', '4', 'poli', '4', 'go', '2', 'wwwringtonescouk', 'origin', 'n', 'best', 'tone', '3gbp', 'network', 'oper', 'rate', 'appli']"
ham,I jokin oni lar.. Ü busy then i wun disturb ü.,46,"['jokin', 'oni', 'lar', 'ü', 'busi', 'wun', 'disturb', 'ü']"
ham,"Ok, be careful ! Don't text and drive !",39,"['ok', 'care', 'dont', 'text', 'drive']"
ham,"I.ll always be there, even if its just in spirit. I.ll get a bb soon. Just trying to be sure i need it.",103,"['ill', 'alway', 'even', 'spirit', 'ill', 'get', 'bb', 'soon', 'tri', 'sure', 'need']"
ham,U r too much close to my heart. If u go away i will be shattered. Plz stay with me.,83,"['u', 'r', 'much', 'close', 'heart', 'u', 'go', 'away', 'shatter', 'plz', 'stay']"
ham,I love u 2 babe! R u sure everything is alrite. Is he being an idiot? Txt bak girlie,84,"['love', 'u', '2', 'babe', 'r', 'u', 'sure', 'everyth', 'alrit', 'idiot', 'txt', 'bak', 'girli']"
ham,How abt making some of the pics bigger?,39,"['abt', 'make', 'pic', 'bigger']"
ham,Got but got 2 colours lor. One colour is quite light n e other is darker lor. Actually i'm done she's styling my hair now.,122,"['got', 'got', '2', 'colour', 'lor', 'one', 'colour', 'quit', 'light', 'n', 'e', 'darker', 'lor', 'actual', 'im', 'done', 'shes', 'style', 'hair']"
ham,"Whenevr ur sad, Whenevr ur gray, Remembr im here 2 listn 2 watevr u wanna say, Jus walk wid me a little while,&amp; I promise I'll bring back ur smile.:-)",154,"['whenevr', 'ur', 'sad', 'whenevr', 'ur', 'gray', 'remembr', 'im', '2', 'listn', '2', 'watevr', 'u', 'wanna', 'say', 'jus', 'walk', 'wid', 'littl', 'whileamp', 'promis', 'ill', 'bring', 'back', 'ur', 'smile']"
ham,Why nothing. Ok anyway give me treat,36,"['whi', 'noth', 'ok', 'anyway', 'give', 'treat']"
spam,"Win the newest “Harry Potter and the Order of the Phoenix (Book 5) reply HARRY, answer 5 questions - chance to be the first among readers!",138,"['win', 'newest', '“harri', 'potter', 'order', 'phoenix', 'book', '5', 'repli', 'harri', 'answer', '5', 'question', 'chanc', 'first', 'among', 'reader']"
ham,Ok...,5,['ok']
ham,Correct. So how was work today,30,"['correct', 'work', 'today']"
ham,"Just sent again. Do you scream and moan in bed, princess?",57,"['sent', 'scream', 'moan', 'bed', 'princess']"
ham,"I wake up long ago already... Dunno, what other thing?",54,"['wake', 'long', 'ago', 'alreadi', 'dunno', 'thing']"
ham,Oh just getting even with u.... u?,34,"['oh', 'get', 'even', 'u', 'u']"
ham,I thk 50 shd be ok he said plus minus 10.. Did ü leave a line in between paragraphs?,84,"['thk', '50', 'shd', 'ok', 'said', 'plus', 'minus', '10', 'ü', 'leav', 'line', 'paragraph']"
ham,Can you call me plz. Your number shows out of coveragd area. I have urgnt call in vasai &amp; have to reach before 4'o clock so call me plz,139,"['call', 'plz', 'number', 'show', 'coveragd', 'area', 'urgnt', 'call', 'vasai', 'amp', 'reach', 'befor', '4o', 'clock', 'call', 'plz']"
ham,Yeah jay's sort of a fucking retard,35,"['yeah', 'jay', 'sort', 'fuck', 'retard']"
ham,"Sorry, was in the bathroom, sup",31,"['sorri', 'bathroom', 'sup']"
spam,Ur balance is now £500. Ur next question is: Who sang 'Uptown Girl' in the 80's ? 2 answer txt ur ANSWER to 83600. Good luck!,125,"['ur', 'balanc', '£500', 'ur', 'next', 'question', 'sang', 'uptown', 'girl', '80s', '2', 'answer', 'txt', 'ur', 'answer', '83600', 'good', 'luck']"
ham,My exam is for february 4. Wish you a great day.,48,"['exam', 'februari', '4', 'wish', 'great', 'day']"
ham,I dont know what to do to come out of this so only am ask questions like this dont mistake me.,94,"['dont', 'know', 'come', 'onli', 'ask', 'question', 'like', 'dont', 'mistak']"
ham,"Aight no rush, I'll ask jay",27,"['aight', 'rush', 'ill', 'ask', 'jay']"
ham,Good Morning plz call me sir,28,"['good', 'morn', 'plz', 'call', 'sir']"
ham,It's ok lar. U sleep early too... Nite...,41,"['ok', 'lar', 'u', 'sleep', 'earli', 'nite']"
ham,"Oh... Icic... K lor, den meet other day...",42,"['oh', 'icic', 'k', 'lor', 'den', 'meet', 'day']"
ham,"Oh ! A half hour is much longer in Syria than Canada, eh ? Wow you must get SO much more work done in a day than us with all that extra time ! *grins*",150,"['oh', 'half', 'hour', 'much', 'longer', 'syria', 'canada', 'eh', 'wow', 'must', 'get', 'much', 'work', 'done', 'day', 'us', 'extra', 'time', 'grin']"
ham,"Sometimes we put walls around our hearts,not just to be safe from getting hurt.. But to find out who cares enough to break the walls &amp; get closer.. GOODNOON:)",162,"['sometim', 'put', 'wall', 'around', 'heartsnot', 'safe', 'get', 'hurt', 'find', 'care', 'enough', 'break', 'wall', 'amp', 'get', 'closer', 'goodnoon']"
ham,"Sweet, we may or may not go to 4U to meet carlos so gauge patty's interest in that",82,"['sweet', 'may', 'may', 'go', '4u', 'meet', 'carlo', 'gaug', 'patti', 'interest']"
ham,Then she buying today? Ü no need to c meh...,44,"['buy', 'today', 'ü', 'need', 'c', 'meh']"
ham,Aight sorry I take ten years to shower. What's the plan?,56,"['aight', 'sorri', 'take', 'ten', 'year', 'shower', 'plan']"
ham,Every monday..nxt week vl be completing..,41,"['everi', 'mondaynxt', 'week', 'vl', 'complet']"
ham,Might ax well im there.,23,"['might', 'ax', 'well', 'im']"
ham,Just chill for another 6hrs. If you could sleep the pain is not a surgical emergency so see how it unfolds. Okay,112,"['chill', 'anoth', '6hrs', 'could', 'sleep', 'pain', 'surgic', 'emerg', 'see', 'unfold', 'okay']"
ham,Yeah I'll try to scrounge something up,38,"['yeah', 'ill', 'tri', 'scroung', 'someth']"
ham,Crazy ar he's married. Ü like gd looking guys not me. My frens like say he's korean leona's fave but i dun thk he is. Aft some thinking mayb most prob i'll go.,159,"['crazi', 'ar', 'hes', 'marri', 'ü', 'like', 'gd', 'look', 'guy', 'fren', 'like', 'say', 'hes', 'korean', 'leona', 'fave', 'dun', 'thk', 'aft', 'think', 'mayb', 'prob', 'ill', 'go']"
ham,Were somewhere on Fredericksburg,32,"['somewher', 'fredericksburg']"
ham,Que pases un buen tiempo or something like that,47,"['que', 'pase', 'un', 'buen', 'tiempo', 'someth', 'like']"
ham,Is it ok if I stay the night here? Xavier has a sleeping bag and I'm getting tired,82,"['ok', 'stay', 'night', 'xavier', 'sleep', 'bag', 'im', 'get', 'tire']"
ham,She doesnt need any test.,25,"['doesnt', 'need', 'ani', 'test']"
ham,"Nothing much, chillin at home. Any super bowl plan?",51,"['noth', 'much', 'chillin', 'home', 'ani', 'super', 'bowl', 'plan']"
spam,"FREE2DAY sexy St George's Day pic of Jordan!Txt PIC to 89080 dont miss out, then every wk a saucy celeb!4 more pics c PocketBabe.co.uk 0870241182716 £3/wk",154,"['free2day', 'sexi', 'st', 'georg', 'day', 'pic', 'jordantxt', 'pic', '89080', 'dont', 'miss', 'everi', 'wk', 'sauci', 'celeb4', 'pic', 'c', 'pocketbabecouk', '0870241182716', '£3wk']"
ham,Bugis oso near wat... ,22,"['bugi', 'oso', 'near', 'wat']"
ham,Yo theres no class tmrw right?,30,"['yo', 'class', 'tmrw', 'right']"
ham,Let Ur Heart Be Ur Compass Ur Mind Ur Map Ur Soul Ur Guide And U Will Never loose in world....gnun - Sent via WAY2SMS.COM,121,"['let', 'ur', 'heart', 'ur', 'compass', 'ur', 'mind', 'ur', 'map', 'ur', 'soul', 'ur', 'guid', 'u', 'never', 'loos', 'worldgnun', 'sent', 'via', 'way2smscom']"
ham,"Goodnight, sleep well da please take care pa. Please.",53,"['goodnight', 'sleep', 'well', 'da', 'pleas', 'take', 'care', 'pa', 'pleas']"
ham,Baaaaabe! I misss youuuuu ! Where are you ? I have to go and teach my class at 5 ...,84,"['baaaaab', 'misss', 'youuuuu', 'go', 'teach', 'class', '5']"
ham,Convey my regards to him,24,"['convey', 'regard']"
ham,U ned to convince him tht its not possible witot hurting his feeling its the main,81,"['u', 'ned', 'convinc', 'tht', 'possibl', 'witot', 'hurt', 'feel', 'main']"
ham,"Good afternoon loverboy ! How goes you day ? Any luck come your way? I think of you, sweetie and send my love across the sea to make you smile and happy",152,"['good', 'afternoon', 'loverboy', 'goe', 'day', 'ani', 'luck', 'come', 'way', 'think', 'sweeti', 'send', 'love', 'across', 'sea', 'make', 'smile', 'happi']"
ham,If i start sending blackberry torch to nigeria will you find buyer for me?like 4a month. And tell dad not to buy bb from anyone oh.,131,"['start', 'send', 'blackberri', 'torch', 'nigeria', 'find', 'buyer', 'melik', '4a', 'month', 'tell', 'dad', 'buy', 'bb', 'anyon', 'oh']"
ham,"&lt;#&gt; %of pple marry with their lovers... becz they hav gud undrstndng dat avoids problems. i sent dis 2 u, u wil get gud news on friday by d person you like. And tomorrow will be the best day of your life. Dont break this chain. If you break you will suffer. send this to  &lt;#&gt;  frnds in &lt;#&gt;  mins whn u read...",327,"['ltgt', 'pple', 'marri', 'lover', 'becz', 'hav', 'gud', 'undrstndng', 'dat', 'avoid', 'problem', 'sent', 'dis', '2', 'u', 'u', 'wil', 'get', 'gud', 'news', 'friday', 'person', 'like', 'tomorrow', 'best', 'day', 'life', 'dont', 'break', 'chain', 'break', 'suffer', 'send', 'ltgt', 'frnds', 'ltgt', 'min', 'whn', 'u', 'read']"
ham,Yo dude guess who just got arrested the other day,49,"['yo', 'dude', 'guess', 'got', 'arrest', 'day']"
ham,Shuhui say change 2 suntec steamboat? U noe where? Where r u now?,65,"['shuhui', 'say', 'chang', '2', 'suntec', 'steamboat', 'u', 'noe', 'r', 'u']"
ham,What does the dance river do?,29,"['doe', 'danc', 'river']"
ham,"Yetunde, i'm sorry but moji and i seem too busy to be able to go shopping. Can you just please find some other way to get what you wanted us to get. Please forgive me. You can reply free via yahoo messenger.",207,"['yetund', 'im', 'sorri', 'moji', 'seem', 'busi', 'abl', 'go', 'shop', 'pleas', 'find', 'way', 'get', 'want', 'us', 'get', 'pleas', 'forgiv', 'repli', 'free', 'via', 'yahoo', 'messeng']"
ham,Hey i will be really pretty late... You want to go for the lesson first? I will join you. I'm only reaching tp mrt,114,"['hey', 'realli', 'pretti', 'late', 'want', 'go', 'lesson', 'first', 'join', 'im', 'onli', 'reach', 'tp', 'mrt']"
spam,"HOT LIVE FANTASIES call now 08707509020 Just 20p per min NTT Ltd, PO Box 1327 Croydon CR9 5WB 0870..k",101,"['hot', 'live', 'fantasi', 'call', '08707509020', '20p', 'per', 'min', 'ntt', 'ltd', 'po', 'box', '1327', 'croydon', 'cr9', '5wb', '0870k']"
ham,Bbq this sat at mine from 6ish. Ur welcome 2 come,49,"['bbq', 'sat', 'mine', '6ish', 'ur', 'welcom', '2', 'come']"
ham,"I don't know, same thing that's wrong everyso often, he panicks starts goin on bout not bein good enough …",106,"['dont', 'know', 'thing', 'wrong', 'everyso', 'often', 'panick', 'start', 'goin', 'bout', 'bein', 'good', 'enough', '…']"
ham,Alright. I'm out--have a good night!,36,"['alright', 'im', 'outhav', 'good', 'night']"
ham,Did you try making another butt.,32,"['tri', 'make', 'anoth', 'butt']"
ham,Hope you are feeling great. Pls fill me in. Abiola,50,"['hope', 'feel', 'great', 'pls', 'fill', 'abiola']"
ham,I though we shd go out n have some fun so bar in town or something – sound ok?,78,"['though', 'shd', 'go', 'n', 'fun', 'bar', 'town', 'someth', '–', 'sound', 'ok']"
ham,"1) Go to write msg 2) Put on Dictionary mode 3)Cover the screen with hand, 4)Press  &lt;#&gt; . 5)Gently remove Ur hand.. Its interesting..:)",141,"['1', 'go', 'write', 'msg', '2', 'put', 'dictionari', 'mode', '3cover', 'screen', 'hand', '4press', 'ltgt', '5gentli', 'remov', 'ur', 'hand', 'interest']"
spam,"Bears Pic Nick, and Tom, Pete and ... Dick. In fact, all types try gay chat with photo upload call 08718730666 (10p/min). 2 stop texts call 08712460324",151,"['bear', 'pic', 'nick', 'tom', 'pete', 'dick', 'fact', 'type', 'tri', 'gay', 'chat', 'photo', 'upload', 'call', '08718730666', '10pmin', '2', 'stop', 'text', 'call', '08712460324']"
spam,"500 New Mobiles from 2004, MUST GO! Txt: NOKIA to No: 89545 & collect yours today!From ONLY £1 www.4-tc.biz 2optout 087187262701.50gbp/mtmsg18 TXTAUCTION",153,"['500', 'new', 'mobil', '2004', 'must', 'go', 'txt', 'nokia', '89545', 'collect', 'todayfrom', 'onli', '£1', 'www4tcbiz', '2optout', '08718726270150gbpmtmsg18', 'txtauction']"
ham,We're finally ready fyi,23,"['final', 'readi', 'fyi']"
ham,Auntie huai juan never pick up her phone,40,"['aunti', 'huai', 'juan', 'never', 'pick', 'phone']"
spam,Double Mins & Double Txt & 1/2 price Linerental on Latest Orange Bluetooth mobiles. Call MobileUpd8 for the very latest offers. 08000839402 or call2optout/LF56,159,"['doubl', 'min', 'doubl', 'txt', '12', 'price', 'linerent', 'latest', 'orang', 'bluetooth', 'mobil', 'call', 'mobileupd8', 'veri', 'latest', 'offer', '08000839402', 'call2optoutlf56']"
ham,"Ya tel, wats ur problem..",25,"['ya', 'tel', 'wat', 'ur', 'problem']"
spam,No. 1 Nokia Tone 4 ur mob every week! Just txt NOK to 87021. 1st Tone FREE ! so get txtin now and tell ur friends. 150p/tone. 16 reply HL 4info,143,"['1', 'nokia', 'tone', '4', 'ur', 'mob', 'everi', 'week', 'txt', 'nok', '87021', '1st', 'tone', 'free', 'get', 'txtin', 'tell', 'ur', 'friend', '150ptone', '16', 'repli', 'hl', '4info']"
ham,i dnt wnt to tlk wid u,22,"['dnt', 'wnt', 'tlk', 'wid', 'u']"
ham,"We spend our days waiting for the ideal path to appear in front of us.. But what we forget is.. ""paths are made by walking.. not by waiting.."" Goodnight!",153,"['spend', 'day', 'wait', 'ideal', 'path', 'appear', 'front', 'us', 'forget', 'path', 'made', 'walk', 'wait', 'goodnight']"
ham,Its ok my arm is feeling weak cuz i got a shot so we can go another time,72,"['ok', 'arm', 'feel', 'weak', 'cuz', 'got', 'shot', 'go', 'anoth', 'time']"
ham,Please reserve ticket on saturday eve from chennai to thirunelvali and again from tirunelvali to chennai on sunday eve...i already see in net..no ticket available..i want to book ticket through tackle ..,203,"['pleas', 'reserv', 'ticket', 'saturday', 'eve', 'chennai', 'thirunelvali', 'tirunelvali', 'chennai', 'sunday', 'evei', 'alreadi', 'see', 'netno', 'ticket', 'availablei', 'want', 'book', 'ticket', 'tackl']"
ham,"Storming msg: Wen u lift d phne, u say ""HELLO"" Do u knw wt is d real meaning of HELLO?? . . . It's d name of a girl..! . . . Yes.. And u knw who is dat girl?? ""Margaret Hello"" She is d girlfrnd f Grahmbell who invnted telphone... . . . . Moral:One can 4get d name of a person, bt not his girlfrnd... G o o d n i g h t . . .@",324,"['storm', 'msg', 'wen', 'u', 'lift', 'phne', 'u', 'say', 'hello', 'u', 'knw', 'wt', 'real', 'mean', 'hello', 'name', 'girl', 'yes', 'u', 'knw', 'dat', 'girl', 'margaret', 'hello', 'girlfrnd', 'f', 'grahmbel', 'invnt', 'telphon', 'moralon', '4get', 'name', 'person', 'bt', 'girlfrnd', 'g', 'n', 'g', 'h']"
ham,That's ok. I popped in to ask bout something and she said you'd been in. Are you around tonght wen this girl comes?,115,"['ok', 'pop', 'ask', 'bout', 'someth', 'said', 'youd', 'around', 'tonght', 'wen', 'girl', 'come']"
ham,All e best 4 ur exam later.,27,"['e', 'best', '4', 'ur', 'exam', 'later']"
ham,Hope ur head doesn't hurt 2 much ! Am ploughing my way through a pile of ironing ! Staying in with a chinky tonight come round if you like.,139,"['hope', 'ur', 'head', 'doesnt', 'hurt', '2', 'much', 'plough', 'way', 'pile', 'iron', 'stay', 'chinki', 'tonight', 'come', 'round', 'like']"
ham,Oh k.i think most of wi and nz players unsold.,46,"['oh', 'ki', 'think', 'wi', 'nz', 'player', 'unsold']"
ham,"Haha... Where got so fast lose weight, thk muz go 4 a month den got effect... Gee,later we go aust put bk e weight.",115,"['haha', 'got', 'fast', 'lose', 'weight', 'thk', 'muz', 'go', '4', 'month', 'den', 'got', 'effect', 'geelat', 'go', 'aust', 'put', 'bk', 'e', 'weight']"
ham,"I wonder how you got online, my love ? Had you gone to the net cafe ? Did you get your phone recharged ? Were you on a friends net ? I think of you, boytoy",155,"['wonder', 'got', 'onlin', 'love', 'gone', 'net', 'cafe', 'get', 'phone', 'recharg', 'friend', 'net', 'think', 'boytoy']"
ham,"Haha just kidding, papa needs drugs",35,"['haha', 'kid', 'papa', 'need', 'drug']"
ham,"Thk shld b can... Ya, i wana go 4 lessons... Haha, can go for one whole stretch...",82,"['thk', 'shld', 'b', 'ya', 'wana', 'go', '4', 'lesson', 'haha', 'go', 'one', 'whole', 'stretch']"
ham,Oh ok..,7,"['oh', 'ok']"
ham,R we still meeting 4 dinner tonight?,36,"['r', 'still', 'meet', '4', 'dinner', 'tonight']"
ham,Thats cool! I am a gentleman and will treat you with dignity and respect.,73,"['cool', 'gentleman', 'treat', 'digniti', 'respect']"
ham,Shall i start from hear.,24,"['shall', 'start', 'hear']"
ham,Then we wait 4 u lor... No need 2 feel bad lar...,49,"['wait', '4', 'u', 'lor', 'need', '2', 'feel', 'bad', 'lar']"
ham,No did you check? I got his detailed message now,48,"['check', 'got', 'detail', 'messag']"
ham,You have registered Sinco as Payee. Log in at icicibank.com and enter URN  &lt;#&gt;  to confirm. Beware of frauds. Do NOT share or disclose URN to anyone.,155,"['regist', 'sinco', 'paye', 'log', 'icicibankcom', 'enter', 'urn', 'ltgt', 'confirm', 'bewar', 'fraud', 'share', 'disclos', 'urn', 'anyon']"
ham,"No, I decided that only people who care about stuff vote and caring about stuff is for losers",93,"['decid', 'onli', 'peopl', 'care', 'stuff', 'vote', 'care', 'stuff', 'loser']"
ham,Kaiez... Enjoy ur tuition... Gee... Thk e second option sounds beta... I'll go yan jiu den msg u...,99,"['kaiez', 'enjoy', 'ur', 'tuition', 'gee', 'thk', 'e', 'second', 'option', 'sound', 'beta', 'ill', 'go', 'yan', 'jiu', 'den', 'msg', 'u']"
ham,You have registered Sinco as Payee. Log in at icicibank.com and enter URN  &lt;#&gt;  to confirm. Beware of frauds. Do NOT share or disclose URN to anyone.,155,"['regist', 'sinco', 'paye', 'log', 'icicibankcom', 'enter', 'urn', 'ltgt', 'confirm', 'bewar', 'fraud', 'share', 'disclos', 'urn', 'anyon']"
ham,cool. We will have fun practicing making babies!,48,"['cool', 'fun', 'practic', 'make', 'babi']"
ham,Actually getting ready to leave the house.,42,"['actual', 'get', 'readi', 'leav', 'hous']"
ham,K..k..any special today?,24,"['kkani', 'special', 'today']"
spam,"URGENT, IMPORTANT INFORMATION FOR O2 USER. TODAY IS YOUR LUCKY DAY! 2 FIND OUT WHY LOG ONTO HTTP://WWW.URAWINNER.COM THERE IS A FANTASTIC SURPRISE AWAITING FOR YOU",163,"['urgent', 'import', 'inform', 'o2', 'user', 'today', 'lucki', 'day', '2', 'find', 'whi', 'log', 'onto', 'httpwwwurawinnercom', 'fantast', 'surpris', 'await']"
ham,Then we gotta do it after that,30,['gotta']
ham,"I've got ten bucks, jay is being noncomittal",44,"['ive', 'got', 'ten', 'buck', 'jay', 'noncomitt']"
ham,Where at were hungry too,24,['hungri']
ham,Pls speak to that customer machan.,34,"['pls', 'speak', 'custom', 'machan']"
ham,somewhere out there beneath the pale moon light someone think in of u some where out there where dreams come true... goodnite &amp; sweet dreams,144,"['somewher', 'beneath', 'pale', 'moon', 'light', 'someon', 'think', 'u', 'dream', 'come', 'true', 'goodnit', 'amp', 'sweet', 'dream']"
ham,"Wen ur lovable bcums angry wid u, dnt take it seriously.. Coz being angry is d most childish n true way of showing deep affection, care n luv!.. kettoda manda... Have nice day da.",179,"['wen', 'ur', 'lovabl', 'bcum', 'angri', 'wid', 'u', 'dnt', 'take', 'serious', 'coz', 'angri', 'childish', 'n', 'true', 'way', 'show', 'deep', 'affect', 'care', 'n', 'luv', 'kettoda', 'manda', 'nice', 'day', 'da']"
spam,Dear U've been invited to XCHAT. This is our final attempt to contact u! Txt CHAT to 86688 150p/MsgrcvdHG/Suite342/2Lands/Row/W1J6HL LDN 18 yrs,143,"['dear', 'uve', 'invit', 'xchat', 'final', 'attempt', 'contact', 'u', 'txt', 'chat', '86688', '150pmsgrcvdhgsuite3422landsroww1j6hl', 'ldn', '18', 'yrs']"
