label,message,length
ham,"['Jays', 'getting', 'really', 'impatient', 'belligerent']",46
ham,"['HIYA', 'COMIN', '2', 'BRISTOL', '1', 'ST', 'WEEK', 'APRIL', 'LES', 'GOT', 'RUDI', 'NEW', 'YRS', 'EVE', 'SNORINGTHEY', 'DRUNK', 'U', 'BAK', 'COLLEGE', 'YET', 'WORK', 'SENDS', 'INK', '2', 'BATH']",157
ham,"['Im', 'work', 'Please', 'call']",24
ham,"['u', 'drive', 'lor']",17
ham,"['Ard', '515', 'like', 'dat']",20
ham,"['Tell', 'theyre', 'female', 'V', 'howre', 'throwing', 'deciding', 'get']",84
spam,"['EASTENDERS', 'TV', 'Quiz', 'FLOWER', 'DOT', 'compare', 'VIOLET', 'E', 'TULIP', 'F', 'LILY', 'txt', 'E', 'F', '84025', '4', 'chance', '2', 'WIN', '£100', 'Cash', 'WKENT150P16']",152
ham,"['Im', 'working', 'technical', 'support', 'voice', 'processnetworking', 'field']",63
ham,"['might', 'come', 'kerala', '2', 'daysso', 'prepared', 'take', 'leave', 'finalise', 'dont', 'plan', 'travel', 'visitneed', 'finish', 'urgent', 'works']",155
ham,"['Ok', 'sure', 'time', 'tho', 'sure', 'get', 'library', 'class', 'try', 'See', 'point', 'good', 'eve']",122
spam,"['new', 'local', 'dates', 'area', 'Lots', 'new', 'people', 'registered', 'AREA', 'Reply', 'DATE', 'start', '18', 'wwwflirtpartyus', 'REPLYS150']",143
ham,"['Thats', 'fine', 'Ill', 'bitch', 'later']",50
ham,"['mum', 'went', '2', 'dentist']",25
ham,"['free', 'call', 'sir', 'waiting']",44
ham,"['Meeting', 'u', 'work', 'Tel', 'shall', 'work', 'tomorrow']",65
spam,"['Someone', 'U', 'know', 'asked', 'dating', 'service', '2', 'contact', 'Cant', 'Guess', 'CALL', '09058091854', 'revealed', 'PO', 'BOX385', 'M6', '6WU']",134
ham,"['Jus', 'finish', 'bathing']",21
ham,"['alright', 'Ill', 'make', 'sure', 'car', 'back', 'tonight']",47
spam,"['URGENT', 'trying', 'contact', 'U', 'Todays', 'draw', 'shows', '£800', 'prize', 'GUARANTEED', 'Call', '09050003091', 'land', 'line', 'Claim', 'C52', 'Valid12hrs']",156
spam,"['Dear', 'Uve', 'invited', 'XCHAT', 'final', 'attempt', 'contact', 'u', 'Txt', 'CHAT', '86688']",90
ham,"['Lul', 'im', 'gettin', 'juicy', 'gossip', 'hospital', 'Two', 'nurses', 'talking', 'fat', 'gettin', 'one', 'thinks', 'shes', 'obese', 'Oyea']",135
ham,"['Aight', 'ill', 'get', 'fb', 'couple', 'minutes']",39
ham,"['Oi', 'Ami', 'parchi', 'na', 'Kicchu', 'kaaj', 'korte', 'iccha', 'korche', 'na', 'Phone', 'ta', 'tul', 'na', 'Plz', 'Plz']",83
ham,"['download', 'clear', 'movies', 'Dvd', 'copies']",44
ham,"['Yep', 'pretty', 'sculpture']",28
ham,"['Convey', 'regards']",24
ham,"['watching', 'surya', 'movie', '6', 'pm', 'vijay', 'movie', 'POKKIRI']",67
ham,"['tell', 'happen', 'dont', 'behave', 'like', 'Ok', 'need', 'say']",67
ham,"['u', 'get', 'pic', 'msgs', 'phone']",33
ham,"['Send', 'someone', 'else']",24
ham,"['Wat', 'makes', 'people', 'dearer', 'de', 'happiness', 'dat', 'u', 'feel', 'u', 'meet', 'de', 'pain', 'u', 'feel', 'u', 'miss', 'dem']",119
ham,"['love', 'start', 'attractioni', 'feel', 'need', 'every', 'time', 'around', 'meshe', 'first', 'thing', 'comes', 'thoughtsI', 'would', 'start', 'day', 'end', 'hershe', 'every', 'time', 'dreamlove', 'every', 'breath', 'namemy', 'life', 'happen', 'around', 'hermy', 'life', 'named', 'herI', 'would', 'cry', 'herwill', 'give', 'happiness', 'take', 'sorrowsI', 'ready', 'fight', 'anyone', 'herI', 'love', 'craziest', 'things', 'herlove', 'dont', 'proove', 'anyone', 'girl', 'beautiful', 'lady', 'whole', 'planetI', 'always', 'singing', 'praises', 'herlove', 'start', 'making', 'chicken', 'curry', 'end', 'makiing', 'sambarlife', 'beautiful', 'thenwill', 'get', 'every', 'morning', 'thank', 'god', 'day', 'meI', 'would', 'like', 'say', 'lotwill', 'tell', 'later']",910
ham,"['FRNDSHIP', 'like', 'needle', 'clock', 'Though', 'V', 'r', 'clock', 'V', 'r', 'nt', 'able', '2', 'met', 'Evn', 'V', 'meetitz', '4few', 'seconds', 'Bt', 'V', 'alwys', 'stay', 'conected', 'Gud', '9t']",158
ham,"['dont', 'think', 'spatula', 'hands']",35
ham,"['never', 'NOTHING']",24
spam,"['awarded', 'SiPix', 'Digital', 'Camera', 'call', '09061221061', 'landline', 'Delivery', 'within', '28days', 'Cs', 'Box177', 'M221BP', '2yr', 'warranty', '150ppm', '16', 'p', 'p£399']",152
ham,"['Goodmorning', 'today', 'late', 'ltDECIMALgt', 'min']",53
spam,"['WIN', 'URGENT', 'mobile', 'number', 'awarded', '£2000', 'prize', 'GUARANTEED', 'call', '09061790121', 'land', 'line', 'claim', '3030', 'valid', '12hrs', '150ppm']",146
ham,"['Please', 'da', 'call', 'mistake', 'side', 'sorry', 'da', 'Pls', 'da', 'goto', 'doctor']",72
ham,"['r', 'meeting']",19
ham,"['Well', 'weather', 'calis', 'great', 'complexities', 'great', 'need', 'car', 'move', 'freely', 'taxes', 'outrageous', 'great', 'place', 'sad', 'part', 'missing', 'home']",188
ham,"['reached', 'home', 'tired', 'come', 'tomorro']",71
ham,"['Ryder', 'unsoldnow', 'gibbs']",23
spam,"['Dear', 'Subscriber', 'ur', 'draw', '4', '£100', 'gift', 'voucher', 'b', 'entered', 'receipt', 'correct', 'ans', 'Elvis', 'Presleys', 'Birthday', 'TXT', 'answer', '80062']",141
ham,"['Dont', 'fret', 'Ill', 'buy', 'ovulation', 'test', 'strips', 'send', 'wont', 'get', 'til', 'like', 'march', 'send', 'postal', 'addressull', 'alrightOkay']",160
ham,"['GIFTS', 'trying', 'get', 'throw', 'cliff', 'something']",73
ham,"['ne', 'thing', 'interesting', 'good', 'birthday', 'u', 'wrking', 'nxt', 'started', 'uni', 'today']",106
ham,"['busy', 'come', 'point', 'figure', 'tomorrow']",80
ham,"['Yeah', 'go', 'bored', 'depressed', 'sittin', 'waitin', 'phone', 'ring', 'Hope', 'wind', 'drops', 'though', 'scary']",105
ham,"['Black', 'shirt', 'n', 'blue', 'jeans', 'thk', 'c', 'ü']",42
ham,"['Aiyah', 'sorry', 'lor', 'watch', 'tv', 'watch', 'forgot', '2', 'check', 'phone']",68
spam,"['Message', 'Important', 'information', 'O2', 'user', 'Today', 'lucky', 'day', '2', 'find', 'log', 'onto', 'httpwwwurawinnercom', 'fantastic', 'surprise', 'awaiting']",159
ham,"['hen', 'night', 'Going', 'swing']",32
ham,"['Good', 'afternoon', 'love', 'goes', 'day', 'woke', 'early', 'online', 'waiting', 'Hmmm', 'Italian', 'boy', 'online', 'see', 'grins']",159
ham,"['someone', 'smoke', 'every', 'time', 'Ive', 'smoked', 'last', 'two', 'weeks', 'calling', 'texting', 'wanted', 'smoke']",140
ham,"['youll', 'get', 'headache', 'trying', 'figure', 'U', 'trust', 'math', 'promise']",101
ham,"['sfirst', 'timedhoni', 'rocks']",31
ham,"['Ok', 'ill', 'tell', 'company']",23
ham,"['Awesome', 'think', 'get', '8th', 'usf', 'time', 'tonight']",58
ham,"['means', 'still', 'think', 'teju']",37
ham,"['Im', 'good', 'movie', 'ok', 'leave', 'hourish']",61
ham,"['nothis', 'kallis', 'home', 'groundamla', 'home', 'town', 'durban']",60
ham,"['lets', 'make', 'saturday', 'monday', 'per', 'convenience']",54
ham,"['Hey', 'time', 'driving', 'fri', 'go', 'evaluation', 'fri']",69
spam,"['449050000301', '£2000', 'price', 'claim', 'call', '09050000301']",69
ham,"['Im', 'going', '4', 'lunch', 'wif', 'family', 'aft', 'dat', 'go', 'str', '2', 'orchard', 'lor']",72
spam,"['Bored', 'speed', 'dating', 'Try', 'SPEEDCHAT', 'txt', 'SPEEDCHAT', '80155', 'dont', 'like', 'em', 'txt', 'SWAP', 'get', 'new', 'chatter', 'Chat80155', 'POBox36504W45WQ', '150pmsg', 'rcd', '16']",156
ham,"['Cancel', 'cheyyamoand', 'get', 'money', 'back']",40
spam,"['want', '750', 'anytime', 'network', 'mins', '150', 'text', 'NEW', 'video', 'phone', 'five', 'pounds', 'per', 'week', 'call', '08000776320', 'reply', 'delivery', 'Tomorrow']",153
ham,"['Okok', 'okthenwhats', 'ur', 'todays', 'plan']",36
ham,"['Good', 'morning', 'princess']",35
ham,"['Aiyar', 'sorry', 'lor', 'forgot', '2', 'tell', 'u']",34
spam,"['taking', 'part', 'mobile', 'survey', 'yesterday', '500', 'texts', '2', 'use', 'however', 'wish', '2', 'get', 'txts', 'send', 'TXT', '80160', 'TC', 'wwwtxt43com', '150p']",156
ham,"['tonight', 'mate', 'Catching', 'sleep', 'new', 'number', 'way']",79
ham,"['Height', 'Oh', 'shit', 'situation', 'guy', 'throws', 'luv', 'letter', 'gal', 'falls', 'brothers', 'head', 'whos', 'gayD']",121
spam,"['Ur', 'HMV', 'Quiz', 'cashbalance', 'currently', '£500', 'maximize', 'ur', 'cashin', 'send', 'HMV1', '86688', '150pmsg']",104
ham,"['check', 'errors', 'difficulties', 'correction']",64
ham,"['Howz', 'painhope', 'u', 'r', 'fine']",25
ham,"['Sorry', 'Ill', 'call', 'later']",22
ham,"['Good', 'morning', 'princess']",35
ham,"['entered', 'cabin', 'PA', 'said', 'Happy', 'Bday', 'Boss', 'felt', 'special', 'askd', '4', 'lunch', 'lunch', 'invited', 'apartment', 'went']",156
ham,"['U', 'wake', 'already', 'Thanx', '4', 'e', 'tau', 'sar', 'piah', 'quite', 'nice']",58
ham,"['K', 'need', 'login', 'anything']",31
spam,"['Dont', 'forget', 'place', 'many', 'FREE', 'Requests', '1stchoicecouk', 'wish', 'Information', 'call', '08707808226']",120
ham,"['LOL', 'busy']",24
ham,"['u', 'wearing']",17
ham,"['Messagesome', 'text', 'missing', 'SenderName', 'Missing', 'Number', 'Missing', 'SentDate', 'missing', 'Missing', 'U', 'lot', 'thats', 'everything', 'missing', 'sent', 'via', 'fullonsmscom']",152
ham,"['Ohas', 'usual', 'vijay', 'film', 'different']",41
spam,"['dont', 'know', 'u', 'u', 'dont', 'know', 'Send', 'CHAT', '86688', 'lets', 'find', '150pMsg', 'rcvd', 'HGSuite3422LandsRowW1J6HL', 'LDN', '18', 'years']",158
ham,"['good', 'day', 'Mine', 'really', 'busy', 'much', 'tomorrow', 'night']",80
ham,"['way', 'send', 'shades', 'stuff', 'wonderful']",85
ham,"['Really', 'tot', 'ur', 'paper', 'ended', 'long', 'ago', 'wat', 'u', 'copied', 'jus', 'got', 'use', 'U', 'happy', 'lar', 'still', 'haf', '2', 'study']",115
spam,"['Thank', 'winner', 'notified', 'sms', 'Good', 'Luck', 'future', 'marketing', 'reply', 'STOP', '84122', 'customer', 'services', '08450542832']",115
ham,"['Babe', 'lost']",25
ham,"['Ok', 'Help', 'ask', 'shes', 'working', 'tmr']",45
ham,"['Im', 'driving', 'Raining', 'ill', 'get', 'caught', 'e', 'mrt', 'station', 'lor']",70
ham,"['drop', 'tank']",22
ham,"['said', 'text', 'one', 'time']",43
ham,"['Sorry', 'Ill', 'call', 'later']",22
ham,"['Ok', 'go', 'change', 'also']",22
spam,"['1000s', 'girls', 'many', 'local', '2', 'u', 'r', 'virgins', '2', 'r', 'ready', '2', '4fil', 'ur', 'every', 'sexual', 'need', 'u', '4fil', 'text', 'CUTE', '69911£150p']",139
ham,"['u', 'find', 'sitter', 'kaitlyn', 'sick', 'slept', 'day', 'yesterday']",72
ham,"['Sorry', 'man', 'accidentally', 'left', 'phone', 'silent', 'last', 'night', 'didnt', 'check', 'til', 'got']",91
ham,"['Hey', 'Something', 'came', 'last', 'min', 'Think', 'wun', 'signing', 'tmr', 'Hee']",70
ham,"['Hes', 'adult', 'would', 'learn', 'experience', 'Theres', 'real', 'danger', 'dont', 'like', 'peeps', 'using', 'drugs', 'dont', 'need', 'comment']",140
ham,"['Hey', 'Theres', 'veggie', 'pizza']",31
ham,"['Yun', 'buying', 'school', 'got', 'offer', '2000', 'plus']",52
ham,"['sure', 'neighbors', 'didnt', 'pick']",40
ham,"['K', 'sent']",23
spam,"['Free', 'entry', '2', 'wkly', 'comp', 'win', 'FA', 'Cup', 'final', 'tkts', '21st', 'May', '2005', 'Text', 'FA', '87121', 'receive', 'entry', 'questionstd', 'txt', 'rateTCs', 'apply', '08452810075over18s']",155
ham,"['New', 'Theory', 'Argument', 'wins', 'SITUATION', 'loses', 'PERSON', 'dont', 'argue', 'ur', 'friends', 'kick', 'amp', 'say', 'Im', 'always', 'correct']",145
ham,"['Well', 'Im', 'computerless', 'Time', 'make', 'oreo', 'truffles']",54
ham,"['Haha', 'yeah', 'see', 'sec']",43
ham,"['number', 'sir']",30
ham,"['Lol', 'Im', 'hot', 'air', 'balloon']",39
ham,"['Ok', 'bus', 'come', 'soon', 'come', 'otherwise', 'tomorrow']",71
ham,"['Msgs', 'r', 'time', 'passThey', 'silently', 'say', 'thinking', 'U', 'right', 'also', 'making', 'U', 'think', 'least', '4', 'moment', 'Gd', 'ntswt', 'drms', 'Shesil']",146
ham,"['Yeah', 'probably', 'swing', 'roommate', 'finishes', 'girl']",73
spam,"['Got', 'takes', '2', 'take', 'part', 'WRC', 'Rally', 'Oz', 'U', 'Lucozade', 'Energy', 'Text', 'RALLY', 'LE', '61200', '25p', 'see', 'packs', 'lucozadecoukwrc', 'itcould', 'u']",159
ham,"['Happy', 'new', 'years', 'melody']",23
ham,"['Ü', 'dun', 'need', 'pick', 'ur', 'gf']",25
ham,"['Yay', 'better', 'told', '5', 'girls', 'either']",59
ham,"['Horrible', 'u', 'eat', 'macs', 'eat', 'u', 'forgot', 'abt', 'already', 'rite', 'U', 'take', 'long', '2', 'reply', 'thk', 'toot', 'b4', 'b', 'prepared', 'wat', 'shall', 'eat']",150
ham,"['say', 'fantastic', 'chance', 'anything', 'need', 'bigger', 'life', 'lift', 'losing', '2', 'live', 'think', 'would', 'first', 'person', '2', 'die', 'N', 'V', 'Q']",167
ham,"['nw', 'came', 'hme', 'da']",26
ham,"['Im', 'outside', 'islands', 'head', 'towards', 'hard', 'rock', 'youll', 'run']",66
ham,"['day', 'class', 'class']",35
ham,"['Im', 'chennai', 'velachery']",26
ham,"['flippin', 'shit', 'yet']",26
ham,"['K', 'give', 'sec', 'breaking', 'ltgt', 'cstore']",49
ham,"['much', 'bad', 'avoid', 'like']",38
ham,"['Yo', 'around', 'got', 'car', 'back']",36
ham,"['Annoying', 'isnt']",18
ham,"['Goodmorning', 'Today', 'late', 'ltgt', 'min']",48
ham,"['Theres', 'point', 'hangin', 'mr', 'right', 'hes', 'makin', 'u', 'happy']",68
ham,"['come', 'alivebetter', 'correct', 'good', 'looking', 'figure']",73
ham,"['case', 'guess', 'Ill', 'see', 'campus', 'lodge']",49
ham,['done'],13
ham,"['Come', 'home', 'one', 'last', 'time', 'wont', 'anything', 'Trust']",63
ham,"['night', 'worrying', 'appt', 'shame', 'missed', 'girls', 'night', 'quizzes', 'popcorn', 'hair']",133
spam,"['Sex', 'ur', 'mobile', 'FREE', 'sexy', 'pic', 'Jordan', 'text', 'BABE', '88600', 'every', 'wk', 'get', 'sexy', 'celeb', 'PocketBabecouk', '4', 'pics', '16', '£3wk', '087016248']",154
ham,"['Ok', 'C', 'ya']",13
spam,"['1', 'new', 'voicemail', 'Please', 'call', '08719181503']",49
ham,"['said', 'matter', 'mind', 'saying', 'matter']",74
ham,"['also', 'knows', 'lunch', 'menu', 'da', 'know']",48
ham,"['Al', 'moan', 'n', 'e', 'thin', 'goes', 'wrong', 'faultal', 'de', 'arguments', 'r', 'faultfed', 'himso', 'bother', 'Hav', '2go', 'thanxxx']",138
ham,"['NEFT', 'Transaction', 'reference', 'number', 'ltgt', 'Rs', 'ltDECIMALgt', 'credited', 'beneficiary', 'account', 'ltgt', 'ltTIMEgt', 'ltgt']",164
ham,"['Otherwise', 'part', 'time', 'job', 'natuition']",40
ham,"['know', 'called']",20
ham,"['also', 'da', 'feel', 'yesterday', 'night', 'wait', 'til', '2day', 'night', 'dear']",61
ham,"['Thanks', 'understanding', 'Ive', 'trying', 'tell', 'sura']",61
spam,"['WIN', 'year', 'supply', 'CDs', '4', 'store', 'ur', 'choice', 'worth', '£500', 'enter', '£100', 'Weekly', 'draw', 'txt', 'MUSIC', '87066', 'TsCs', 'wwwLdewcomsubs161win150ppmx3']",145
ham,"['whole', 'car', 'appreciated', 'last', 'two', 'Dad', 'map', 'reading', 'semi', 'argument', 'apart', 'things', 'going', 'ok', 'P']",130
spam,"['SIM', 'subscriber', 'selected', 'receive', 'Bonus', 'Get', 'delivered', 'door', 'Txt', 'word', 'OK', '88600', 'claim', '150pmsg', 'EXP', '30Apr']",148
ham,"['need', 'strong', 'arms']",37
ham,"['Also', 'maaaan', 'missing']",31
ham,"['bday', 'real', 'april']",27
ham,"['Guessin', 'aint', 'gonna', '9']",41
ham,"['Ok', 'come', 'ur', 'home', 'half', 'hour']",49
ham,"['Yo', 'game', 'almost', 'Want', 'go', 'walmart', 'soon']",52
ham,"['Yeah', 'probably', 'sure', 'Ilol', 'let', 'u', 'know', 'personally', 'wuldnt', 'bother', 'ur', 'goin', 'mite', 'well']",124
ham,"['Ill', 'text', 'creepy', 'like', 'wont', 'think', 'forgot']",63
ham,"['would', 'good', '…', 'Ill', 'phone', 'tomo', 'lunchtime', 'shall', 'organise', 'something']",83
spam,"['1', 'new', 'voicemail', 'Please', 'call', '08719181513']",50
ham,"['Damn', 'make', 'tonight', 'want', 'wait', 'til', 'tomorrow']",70
ham,"['Kkim', 'also', 'finewhen', 'complete', 'course']",55
ham,"['True', 'passable', 'get', 'high', 'score', 'apply', 'phd', 'get', '5years', 'salary', 'makes', 'life', 'easier']",119
spam,"['1', 'Nokia', 'Tone', '4', 'ur', 'mob', 'every', 'week', 'txt', 'NOK', '87021', '1st', 'Tone', 'FREE', 'get', 'txtin', 'tell', 'ur', 'friends', '150ptone', '16', 'reply', 'HL', '4info']",143
ham,"['Prakesh', 'know']",22
ham,"['Teach', 'apps', 'da', 'come', 'college']",43
ham,"['Rofl', 'betta', 'invest', 'anti', 'aging', 'products']",46
spam,"['winner', 'U', 'specially', 'selected', '2', 'receive', '£1000', 'cash', '4', 'holiday', 'flights', 'inc', 'speak', 'live', 'operator', '2', 'claim', '0871277810810']",145
ham,"['sir', 'receive', 'account', 'another', '1hr', 'time', 'Sorry', 'delay']",75
spam,"['Reply', 'name', 'address', 'RECEIVE', 'POST', 'weeks', 'completely', 'free', 'accommodation', 'various', 'global', 'locations', 'wwwphb1com', 'ph08700435505150p']",159
ham,"['üll', 'submitting', 'da', 'project', 'tmr', 'rite']",42
spam,"['FREE', 'entry', '£250', 'weekly', 'comp', 'send', 'word', 'ENTER', '84128', '18', 'TC', 'wwwtextcompcom', 'cust', 'care', '08712405020']",122
ham,"['Jus', 'ans', 'lar', 'Ull', 'noe', 'later']",31
ham,"['want', 'send', 'something', 'sell', 'fast', 'ltgt', 'k', 'easy', 'money']",76
ham,"['got', 'things', 'may', 'pub', 'later']",51
ham,"['1s', 'finish', 'meeting', 'call']",27
ham,"['Lol', 'ok', 'Ill', 'snatch', 'purse']",34
ham,"['Hellodrivby0quit', 'edrunk', 'sorry', 'iff', 'pthis', 'makes', 'senrddnot', 'dancce', '2', 'drum', 'n', 'basqihave', 'fun', '2nhite', 'x', 'ros', 'xxxxxxx']",125
ham,"['opinion', '1', '2', 'Jada', '3', 'Kusruthi', '4', 'Lovable', '5', 'Silent', '6', 'Spl', 'character', '7', 'matured', '8', 'Stylish', '9', 'Simple', 'Pls', 'reply']",136
ham,"['much', 'getting']",24
ham,"['ur', 'paper', 'e', 'morn', 'aft', 'tmr']",33
ham,"['Dear', 'relieved', 'westonzoyland', 'going', 'plan', 'end']",63
ham,"['Hope', 'great', 'new', 'semester', 'wish', 'best', 'made', 'greatness']",96
ham,"['Oh', 'yes', 'speak', 'txt', '2', 'u', 'Hmm', 'u', 'get', 'email']",53
ham,"['want', 'show', 'world', 'princess', 'europe']",59
ham,"['Nobody', 'decide', 'eat', 'dad', 'wants', 'Chinese']",52
ham,"['shoot', 'Im', 'docs', 'waiting', 'room']",45
ham,"['Im', 'going', '4', 'dinner', 'soon']",34
ham,"['Hello', 'site', 'download', 'songs', 'urgent', 'pls']",53
ham,"['know', 'u', 'mean', 'king', 'havin', 'credit', 'Im', 'goin2bed', 'Night', 'night', 'sweet', 'Only1more', 'sleep']",111
ham,"['Horrible', 'gal', 'sch', 'stuff', 'come', 'u', 'got', 'mc']",60
ham,"['HI', 'HUN', 'IM', 'COMIN', '2NITETELL', 'EVERY1', 'IM', 'SORRY', '4', 'HOPE', 'U', 'AVA', 'GOODTIMEOLI', 'RANG', 'MELNITE', 'IFINK', 'MITE', 'B', 'SORTEDBUT', 'IL', 'EXPLAIN', 'EVERYTHIN', 'MONL8RSx']",152
ham,"['call', 'later', 'dont', 'network', 'urgnt', 'sms']",55
ham,"['Ummmmmaah', 'Many', 'many', 'happy', 'returns', 'day', 'dear', 'sweet', 'heart', 'HAPPY', 'BIRTHDAY', 'dear']",84
spam,"['Please', 'CALL', '08712402779', 'immediately', 'urgent', 'message', 'waiting']",81
ham,"['Yeah', 'like', 'goes', 'like', 'friends', 'imma', 'flip', 'shit', 'like', 'half', 'hour']",87
ham,"['Mum', 'say', 'wan', 'go', 'go', 'shun', 'bian', 'watch', 'da', 'glass', 'exhibition']",84
ham,"['plan', 'pongal']",26
ham,"['wait', 'till', 'end', 'march', 'el', 'nino', 'gets', 'Oh']",58
ham,"['yet', 'chikkugoing', 'room', 'nw', 'im', 'bus']",46
ham,"['also', 'cbe', 'pay']",43
ham,"['Honey', 'boo', 'Im', 'missing', 'u']",24
ham,"['sent', 'JD', 'Customer', 'Service', 'cum', 'Accounts', 'Executive', 'ur', 'mail', 'id', 'details', 'contact', 'us']",97
ham,"['Yo', 'Im', 'parents', 'gettin', 'cash', 'Good', 'news', 'picked', 'downstem']",70
ham,"['Thank', 'much', 'skyped', 'wit', 'kz', 'sura', 'didnt', 'get', 'pleasure', 'company', 'Hope', 'good', 'Weve', 'given', 'ultimatum', 'oh', 'countin', 'aburo', 'Enjoy']",179
spam,"['Hungry', 'gay', 'guys', 'feeling', 'hungry', '4', 'Call', '08718730555', '10pmin', 'stop', 'texts', 'call', '08712460324', '10pmin']",120
ham,"['Ok', 'wahala', 'remember', 'friend', 'need']",54
ham,"['see', 'half', 'hour']",26
ham,"['Im', 'inperialmusic', 'listening2the', 'weirdest', 'track', 'ever', 'by\x94leafcutter', 'john\x94sounds', 'like', 'insects', 'molestedsomeone', 'plumbingremixed', 'evil', 'men', 'acid']",154
ham,"['Hey', 'sorry', 'didntgive', 'ya', 'bellearlier', 'hunnyjust', 'bedbut', 'mite', 'go', '2', 'thepub', 'l8tr', 'uwana', 'mt', 'uploads', 'luv', 'Jenxxx']",123
ham,"['SERIOUSLY', 'TELL', 'EXACT', 'WORDS', 'RIGHT']",48
spam,"['U', 'get', '2', 'phone', 'wanna', 'chat', '2', 'set', 'meet', 'Call', '09096102316', 'U', 'cum', '2moro', 'Luv', 'JANE', 'xx', 'Calls£1minmoremobsEMSPOBox45PO139WA']",146
ham,"['Tee', 'hee', 'lecture', 'cheery', 'bye', 'bye']",40
ham,"['Sorry', 'chikku', 'cell', 'got', 'problem', 'thts', 'nt', 'able', 'reply', 'u', 'msg', 'u']",81
ham,"['still', 'havent', 'collected', 'dough', 'pls', 'let', 'know', 'go', 'place', 'sent', 'get', 'control', 'number']",116
ham,['Ok'],5
spam,"['network', 'operator', 'service', 'free', 'Cs', 'visit', '80488biz']",66
ham,"['Let', 'know', 'contact', 'Ive', 'settled', 'room', 'Lets', 'know', 'ok']",81
ham,"['Wot', 'u', '2', 'u', 'weirdo']",20
ham,['lor'],13
ham,"['Dont', 'put', 'phone', 'silent', 'mode', 'ok']",37
ham,"['meet', 'ü', '5', '4', 'depends', 'ü', 'wan', '2', 'lor']",64
ham,"['Waiting', '4', 'tv', 'show', '2', 'start', 'lor', 'U', 'leh', 'still', 'busy', 'ur', 'report']",69
ham,"['Oh', 'ho', 'first', 'time', 'u', 'use', 'type', 'words']",55
ham,"['one', 'doesnt', 'stalk', 'profiles']",45
ham,"['Ever', 'green', 'quote', 'ever', 'told', 'Jerry', 'cartoon', 'Person', 'Irritates', 'u', 'Always', 'one', 'Loves', 'u', 'Vry', 'Much', 'Fails', 'Express', 'gud', 'nyt']",159
ham,"['Yes', 'thought', 'Thanks']",25
ham,"['shes', 'drinkin', 'im', 'ok']",28
ham,"['wondering', 'others', 'took']",40
ham,"['Night', 'ended', 'another', 'day', 'morning', 'come', 'special', 'way', 'May', 'smile', 'like', 'sunny', 'rays', 'leaves', 'worries', 'blue', 'blue', 'bay', 'Gud', 'mrng']",156
ham,"['dog', 'Must', 'always', 'wait', 'till', 'end', 'day', 'word', 'run', 'time', 'cell', 'already']",138
ham,"['Happy', 'new', 'year', 'u']",24
ham,"['HeyGreat', 'dealFarm', 'tour', '9am', '5pm', '95pax', '50', 'deposit', '16', 'May']",70
ham,"['Eat', 'jap', 'done', 'oso', 'aft', 'ur', 'lect', 'wat', 'Ü', 'got', 'lect', '12', 'rite']",61
ham,"['Hey', 'babe', 'saw', 'came', 'online', 'second', 'disappeared', 'happened']",86
ham,"['Da', 'birthdate', 'certificate', 'april', 'real', 'date', 'today', 'dont', 'publish', 'shall', 'give', 'special', 'treat', 'keep', 'secret', 'way', 'thanks', 'wishes']",174
ham,"['Happy', 'birthday', 'May', 'ur', 'dreams', 'come', 'true']",48
ham,"['Aiyah', 'u', 'ok', 'already', 'lar', 'E', 'nydc', 'wheellock']",48
ham,"['TELL', 'SAID', 'EAT', 'SHIT']",25
ham,"['Sure', 'driving', 'reach', 'destination', 'soon']",54
ham,"['K', 'much', '8th', 'Fifty']",38
ham,"['daily', 'text', '–', 'favour', 'time']",44
ham,"['Great', 'hear', 'settling', 'well', 'whats', 'happenin', 'wit', 'ola']",64
ham,"['cocksuckers', 'makes', 'feel', 'better', 'ipads', 'worthless', 'garbage', 'novelty', 'items', 'feel', 'bad', 'even', 'wanting', 'one']",133
ham,"['tot', 'u', 'reach', 'liao', 'said', 'tshirt']",36
ham,"['FRAN', 'DECIDED', '2', 'GO', 'N', 'E', 'WAY', 'IM', 'COMPLETELY', 'BROKE', 'KNACKERED', 'GOT', 'BOUT', '3', 'C', 'U', '2MRW', 'LOVE', 'JANX', 'PS', 'DADS', 'FONE', 'CREDIT']",132
ham,"['cant', 'pick', 'phone', 'right', 'Pls', 'send', 'message']",51
ham,"['right', 'Ill', 'make', 'appointment', 'right']",48
ham,"['Designation', 'software', 'developer', 'may', 'get', 'chennai']",62
spam,"['Enjoy', 'jamster', 'videosound', 'gold', 'club', 'credits', '2', 'new', 'videosounds2', 'logosmusicnews', 'get', 'fun', 'jamstercouk', '16only', 'Help', 'call', '09701213186']",163
spam,"['Get', '3', 'Lions', 'England', 'tone', 'reply', 'lionm', '4', 'mono', 'lionp', '4', 'poly', '4', 'go', '2', 'wwwringtonescouk', 'original', 'n', 'best', 'Tones', '3GBP', 'network', 'operator', 'rates', 'apply']",155
ham,"['jokin', 'oni', 'lar', 'Ü', 'busy', 'wun', 'disturb', 'ü']",46
ham,"['Ok', 'careful', 'Dont', 'text', 'drive']",39
ham,"['Ill', 'always', 'even', 'spirit', 'Ill', 'get', 'bb', 'soon', 'trying', 'sure', 'need']",103
ham,"['U', 'r', 'much', 'close', 'heart', 'u', 'go', 'away', 'shattered', 'Plz', 'stay']",83
